"split","speakerID","filename","source_id","transcript","duration_metadata","local_path","exists","readable"
"train","spk_37_0015","37_0021.wav","train/37_0021.wav","và đồng thời là tạo sự kết nối trong không gian du lịch Thành phố Vinh và Cửa Lò. Dự án Aqua Pearl City thì nằm ở vị trí rất là thuận lợi, đối với dự án này thì thị xã rất là kỳ vọng và trong cái dự án này có rất nhiều căn biệt thự nghỉ dưỡng đảm bảo, đẳng cấp, cũng như là sẽ đầu tư xây dựng một tòa nhà khách sạn quy mô. Khi dự án hoàn thành thì đây sẽ là một điểm nhấn về du lịch lớn cho Cửa Lò","26.345986394557823","data/dataset_nghean/train/spk_37_0015/37_0021.wav","True","True"
"train","spk_37_0017","37_0023.wav","train/37_0023.wav","Trong thời gian qua thì phường cũng triển khai có ba cái giải pháp sau. Thứ nhất là công tác tuyên truyền, các người lang thang cơ nhỡ, các người thân của những người lang thang cơ nhỡ đấy Về các cái chế độ, chính sách về an sinh xã hội Khi mà chúng tôi nắm bắt được thông tin về cả cái đối tượng này thì chúng tôi cũng sẽ chỉ đạo bộ phần công an Rồi tư pháp, rồi lao động thương binh và xã hội, rồi y tế.","29.23199546485261","data/dataset_nghean/train/spk_37_0017/37_0023.wav","True","True"
"train","spk_37_0017","37_0024.wav","train/37_0024.wav","Trước mắt đưa đối tượng đấy về trạm địa phương để chăm sóc, xác minh hoàn cảnh đối tượng, tìm hiểu nhân thân Nếu mà những đối tượng đấy có hoàn cảnh thật, đối tượng thật thì chúng tôi sẽ tiến hành làm thủ tục để đưa họ vào trung tâm bảo trợ xã hội tỉnh","16.831020408163266","data/dataset_nghean/train/spk_37_0017/37_0024.wav","True","True"
"train","spk_37_0018","37_0025.wav","train/37_0025.wav","Thì đây là đặc thù của cái đối tượng xin ăn Nên cho nên là nó thường xuất hiện nó không đồng đều Thì khi các đối tượng đến ở trên địa bàn á Thì chúng tôi giao cho lực lượng chuyên trách, lực lượng chuyên môn sẽ trực tiếp đến ở cái địa điểm mà có người xin ăn cơ nhỡ.","14.470997732426303","data/dataset_nghean/train/spk_37_0018/37_0025.wav","True","True"
"train","spk_37_0018","37_0026.wav","train/37_0026.wav","Để thực hiện cái việc thăm dò các cái thông tin cá nhân Một số trường hợp đã mời về Ủy ban phường Lập biên bản Giao trách nhiệm Nó không được cái hành nghề chúng tôi cũng đã tổ chức để đưa một số người mà họ có thể là trao đổi được về địa chỉ, họ cung cấp được địa chỉ thông tin của nơi ở liên hệ rồi để bàn giao cho các đối tượng này về cái nơi mà họ thường trú","22.273015873015872","data/dataset_nghean/train/spk_37_0018/37_0026.wav","True","True"
"train","spk_37_0022","37_0030.wav","train/37_0030.wav","Thời gian tới thì chúng tôi tiếp tục giao cho các tổ công tác phường xã Ở những địa bàn mà thường xuyên có người lang thang xin ăn thì tăng cường tuần tra rà soát, phát hiện đối tượng Rồi xác minh hoàn cảnh thân nhân để giao trả đối tượng về địa phương, về gia đình.","17.761020408163265","data/dataset_nghean/train/spk_37_0022/37_0030.wav","True","True"
"train","spk_37_0022","37_0031.wav","train/37_0031.wav","Đối với những người mà không xác minh được quê quán nhân thân hoặc xác minh được nhưng mà không còn người có nghĩa vụ và trách nhiệm chăm sóc thì giao cho ủy ban nhân dân phường xã phối hợp với phòng lao động làm hồ sơ để đưa vào cơ sở trợ giúp xã hội. Ngoài những biện pháp đó thì chúng tôi cũng mong muốn là người dân chúng ta cũng không nên cho tiền người lang thang xin ăn ở tại các ngã ba, ngã tư, các tuyến phố trong địa bàn thành phố","27.251020408163264","data/dataset_nghean/train/spk_37_0022/37_0031.wav","True","True"
"train","spk_37_0025","37_0034.wav","train/37_0034.wav","Thực hiện sự chỉ đạo của lãnh đạo công an tỉnh, công an thành phố Vinh và chính quyền Phường Hồng Sơn đã triển khai các giải pháp để đảm bảo công tác phòng cháy chữa cháy, đặc biệt trong mùa nắng nóng..","11.943990929705215","data/dataset_nghean/train/spk_37_0025/37_0034.wav","True","True"
"train","spk_37_0025","37_0035.wav","train/37_0035.wav","Thời gian vừa qua đã tuyên truyền vận động các hộ kinh doanh, nhà ở kết hợp kinh doanh lắp đặt hệ thống tổ liên gia an toàn phòng cháy chữa cháy.","10.510997732426304","data/dataset_nghean/train/spk_37_0025/37_0035.wav","True","True"
"train","spk_37_0028","37_0039.wav","train/37_0039.wav","Thì hiện nay đang bước vào cái mùa nắng nóng cao điểm thì công an thành phố đang tập trung chỉ đạo quyết liệt là cái công tác tuyên truyền an toàn phòng cháy chữa cháy trên địa bàn thành phố để cho mọi người dân hiểu được, nắm được cái nguy cơ cháy nổ cũng như cái thiệt hại do cháy nổ gây ra.","15.46700680272109","data/dataset_nghean/train/spk_37_0028/37_0039.wav","True","True"
"train","spk_37_0028","37_0040.wav","train/37_0040.wav","Cái thứ hai nữa thì chúng tôi đang tập trung chỉ đạo là cái công tác kiểm tra an toàn phòng cháy chữa cháy đối với các cái cơ sở thuộc thẩm quyền được phân cấp quản lý trong đó đặc biệt Tập trung vào đội các cái loại hình có tính chất nguy hiểm cháy nổ cao như chợ, trung tâm thương mại và nhà ở kết hợp sản xuất kinh doanh Xây dựng các cái tổ liên gia an toàn phòng cháy chữa cháy trên địa bàn thành phố","24.66","data/dataset_nghean/train/spk_37_0028/37_0040.wav","True","True"
"train","spk_37_0038","37_0050.wav","train/37_0050.wav","Chúng tôi là phối hợp với công ty cổ phần Bến xe Nghệ An và Tham mưu ủy ban nhân dân tỉnh rất nhiều cái văn bản để gửi cho Cục Đường bộ Việt Nam rồi Bộ Giao thông Vận tải để sớm nhận được sự chấp thuận của Bộ Giao thông Vận tải để phê duyệt cái đấu nối này.","22.56299319727891","data/dataset_nghean/train/spk_37_0038/37_0050.wav","True","True"
"train","spk_37_0038","37_0051.wav","train/37_0051.wav","Theo dự kiến của Quý ba năm hai nghìn không trăm hai ba này thì Bến xe phía Nam thành phố Vinh sẽ đưa vào hoạt động","8.31","data/dataset_nghean/train/spk_37_0038/37_0051.wav","True","True"
"train","spk_37_0048","37_0061.wav","train/37_0061.wav","Đến thời điểm hiện nay, dự án khu du lịch văn hóa gắn với khu tưởng niệm Chủ tịch Hồ Chí Minh thực hiện xong cái bồi thường giải phóng mặt bằng. Các cái dự án tiếp theo đang khảo sát và hoàn thiện các cái bước và các cái quy trình. có dự án là khu du lịch văn hóa tâm linh nói chung, dự án làng Bình Yên gắn với trồng và bảo tồn giống lúa huyết rồng..","24.752","data/dataset_nghean/train/spk_37_0048/37_0061.wav","True","True"
"train","spk_37_0048","37_0062.wav","train/37_0062.wav","Qua quá trình thực hiện các dự án trên địa bàn thì cũng được cư dân là đồng tình ủng hộ rất là cao","5.999","data/dataset_nghean/train/spk_37_0048/37_0062.wav","True","True"
"train","spk_37_0053","37_0068.wav","train/37_0068.wav","Đối với các cái quy hoạch chung, quy hoạch chi tiết đã được phê duyệt thì tổ chức công bố công khai mà đặc biệt là ứng dụng chuyển đổi số công nghệ số bằng công nghệ webviz để công bố công khai quy hoạch. Người dân và doanh nghiệp thì có thể tiếp cận một cách dễ dàng các đồ án được quy hoạch..","18.66","data/dataset_nghean/train/spk_37_0053/37_0068.wav","True","True"
"train","spk_37_0053","37_0069.wav","train/37_0069.wav","Từ nay đến năm hai ngàn không trăm hai lăm thì triển khai lập một quy hoạch chung của Nam Giang và Trung cường theo nhiệm vụ đã xác định tăng cường công tác quản lý trật tự xây dựng, tập trung huy động ngân sách và nguồn vốn ngoài ngân sách để đầu tư kết cấu hạ tầng kỹ thuật hạ tầng xã hội đồng bộ theo các đồ án quy hoạch được dựng","18.836","data/dataset_nghean/train/spk_37_0053/37_0069.wav","True","True"
"train","spk_37_0057","37_0073.wav","train/37_0073.wav","Học sinh có thói quen là ăn vặt ở tại cổng trường vẫn có và cái tồn tại là gia đình phụ huynh cũng mong muốn con trong quá trình đi học thì ăn tạt ngang để ăn cho nó tiện. Thành ra là có những khó khăn nhất định. Trong thời gian tới thì phường sẽ tích cực.","15.465","data/dataset_nghean/train/spk_37_0057/37_0073.wav","True","True"
"train","spk_37_0057","37_0074.wav","train/37_0074.wav","hơn nữa trong cái việc đôn đốc cũng như là tuyên truyền và để chỉ đạo các ban ngành đoàn thể tiếp tục là phối hợp với cả ba nhà trường để thường chuyên nhắc nhở những hộ kinh doanh ở trên cổng trường. Và nhà trường tiếp tục tuyên truyền cho học sinh nâng cao ý thức đảm bảo trong quá trình an toàn vệ sinh thực phẩm","21.165","data/dataset_nghean/train/spk_37_0057/37_0074.wav","True","True"
"train","spk_37_0058","37_0075.wav","train/37_0075.wav","Đối với các hộ bán hàng rong thì trong thời gian vừa rồi thì ủy ban phường đã tổ chức ra quân, ký cam kết và đẩy đuổi xử lý thì Hiện nay cái tình trạng bán hàng rong trước cổng trường tiểu học, mầm non tiểu học và trung học cơ sở của phường Lê Mao thì đã được khắc phục tương đối triệt để..","18.295","data/dataset_nghean/train/spk_37_0058/37_0075.wav","True","True"
"train","spk_37_0058","37_0076.wav","train/37_0076.wav","Tuy nhiên bên cạnh đó thì thỉnh thoảng khi đoàn vắng thì có một số hộ vẫn đang còn đứng ở phía khu dân cư để bán và ủy ban phường đã và đang tiếp tục sẽ kiểm tra để nhắc nhở, chấn chỉnh về việc bán hàng rong","17.123","data/dataset_nghean/train/spk_37_0058/37_0076.wav","True","True"
"train","spk_37_0059","37_0077.wav","train/37_0077.wav","Thì cái tinh thần và mục tiêu của cái nghị quyết này thì rất là tuyệt vời Nó mở ra những cái rất là thực tế Ví dụ như là về thể chế.","14.212","data/dataset_nghean/train/spk_37_0059/37_0077.wav","True","True"
"train","spk_37_0059","37_0078.wav","train/37_0078.wav","Rồi về những cái là đổi mới rồi thì là điều chỉnh Rồi thì tất cả những cái gì mà đang còn khó khăn vướng mắc với những cái là văn bản thuộc về là thượng tầng là chỉ đạo các ngành địa phương tăng cường vấn đề là tháo gỡ các khó khăn vướng mắc rồi để khôi phục lại thị trường bất động sản","25.649","data/dataset_nghean/train/spk_37_0059/37_0078.wav","True","True"
"train","spk_37_0061","37_0080.wav","train/37_0080.wav","Nghị quyết ba ba, nghị quyết chính phủ, nó hoàn thiện với cơ chế mà lâu nay chúng ta vẫn đang khúc mắc nhiều, rồi là nó thúc đẩy cái thị trường nhà ở xã hội. Vấn đề tiếp theo là cái nguồn tín dụng, cái này rất quan trọng..","13.372","data/dataset_nghean/train/spk_37_0061/37_0080.wav","True","True"
"train","spk_37_0061","37_0081.wav","train/37_0081.wav","Thị trường bất động sản mà không có nguồn tín dụng thì gần như là nó lưu thông hàng hóa và đầu tư gần như là tắc nghẽn. Và một cái vấn đề là Lâu nay là các tổ chức ở địa phương chúng ta cũng chưa quyết liệt vào cuộc để mà tạo ra cho thị trường bất động sản nó sôi động. Thì trong nghị quyết ba ba này thì là các tổ chức địa phương cần phải vào cuộc","23.437","data/dataset_nghean/train/spk_37_0061/37_0081.wav","True","True"
"train","spk_37_0062","37_0082.wav","train/37_0082.wav","Nghị quyết là một cái thượng tầng của chính phủ Điều hành đất nước là theo nghị quyết đó","7.967","data/dataset_nghean/train/spk_37_0062/37_0082.wav","True","True"
"train","spk_37_0062","37_0083.wav","train/37_0083.wav","Nhưng mà biên giới ấy, tôi nghĩ rằng là ví dụ như là các cái biên giới, ví dụ như các điểm ngành, như xây dựng, như kế hoạch đầu tư Rồi là như là các cái địa phương cũng cần phải quyết liệt Làm như thế nào để cho doanh nghiệp và người dân tiếp cận được nhanh nhất, ngắn nhất Thì như vậy là nó mới thực tế đưa vào cuộc sống","24.643","data/dataset_nghean/train/spk_37_0062/37_0083.wav","True","True"
"train","spk_37_0064","37_0085.wav","train/37_0085.wav","Tôi có thể đề nghị ủy ban tỉnh, xem xét điều chỉnh lại cái đề án xây dựng huyện Con Cuông thành đô thị theo hướng sinh thái để phù hợp với cả cái quy định hiện hành của pháp luật và có cái định hướng phù hợp với quy hoạch vùng tỉnh trong thời gian tới. Thứ hai là tập trung vào vấn đề quy hoạch vùng huyện..","16.33","data/dataset_nghean/train/spk_37_0064/37_0085.wav","True","True"
"train","spk_37_0064","37_0086.wav","train/37_0086.wav","Về cơ sở quy hoạch vùng huyện thì chúng tôi sẽ xác định lập quy hoạch chung đô thị cho các khu trung tâm, tập trung vào vùng trung tâm thị trấn và các xã phù cận. Thứ hai nữa tập trung vào các điểm đô thị vệ tính của thị tận","14.93","data/dataset_nghean/train/spk_37_0064/37_0086.wav","True","True"
"train","spk_37_0070","37_0092.wav","train/37_0092.wav","Hiện tại thì trên địa bàn tỉnh Nghệ An đang có bảy trăm tám mươi ba cái dự án hệ thống điện mặt trời mái nhà với khung suất lắp đặt là chín mươi mốt phẩy năm ki lô mê ga bít với sản lượng phát hàng năm khoảng tám mươi lăm triệu kWh..","16.121","data/dataset_nghean/train/spk_37_0070/37_0092.wav","True","True"
"train","spk_37_0070","37_0093.wav","train/37_0093.wav","Nếu như mà có cái quyết định của Thủ tướng Chính phủ cũng như các văn bản chỉ đạo của Bộ Công Thương của Tập đoàn Điện lực Việt Nam và Tổng công ty Điện lực miền Bắc thì sẽ có tiềm năng phát triển thì đang còn lớn và cũng sẽ có mang lại lợi ích cho cả đôi bên của các khách hàng cũng như là của ngành điện","21.671","data/dataset_nghean/train/spk_37_0070/37_0093.wav","True","True"
"train","spk_37_0072","37_0095.wav","train/37_0095.wav","Phát triển Điện Mặt Trời áp Mái là phù hợp với nghị quyết năm mươi lăm của Bộ Chính trị về phát triển năng lượng Việt Nam đến năm hai không năm mươi. Và đó cũng phù hợp với chương trình số mười một của tỉnh ủy và kế hoạch ba ba không của Ủy ban nhân dân tỉnh về thực hiện nghị quyết năm lăm..","16.721","data/dataset_nghean/train/spk_37_0072/37_0095.wav","True","True"
"train","spk_37_0072","37_0096.wav","train/37_0096.wav","Và bên cạnh đó thì nó cũng phù hợp với xu thế về chống biến đổi khí hậu của toàn cầu mà Việt Nam đã đăng ký là phát thải ròng về không để năm hai không năm mươi tại Hội nghị Liên Hợp Quốc về biến đổi khí hậu.","15.521","data/dataset_nghean/train/spk_37_0072/37_0096.wav","True","True"
"train","spk_37_0080","37_0105.wav","train/37_0105.wav","Về dài hạn thì để mà duy trì và phát triển nó mang tính bền vững thì thứ nhất là phải có một số giải pháp đối với các công viên lớn thì sẽ phải thu hút đầu tư, các nhà đầu tư để vào khai thảng vận hành để mà quản lý và tạo cái nguồn thu và để duy trì được cái chất lượng của công viên ","20.815","data/dataset_nghean/train/spk_37_0080/37_0105.wav","True","True"
"train","spk_37_0080","37_0106.wav","train/37_0106.wav","Bên cạnh đó thì là các cái văn hóa công viên nhỏ thì chúng tôi cũng sẽ phải nghiên cứu và tham mưu cho thành phố là về tập trung lại một cái đầu mối quản lý cũng như là có các cái giải pháp để cải tạo nâng cấp nó mang tính đồng bộ hơn.","11.727","data/dataset_nghean/train/spk_37_0080/37_0106.wav","True","True"
"train","spk_37_0083","37_0109.wav","train/37_0109.wav","Sáu tháng cuối năm hai nghìn không trăm hai hai đến đầu năm hai nghìn không trăm hai ba thì đội cảnh sát giao thông hình sự đã xử phạt một trăm mười lăm trường hợp vi phạm về trật tự giao thông cũng như là một trăm linh chín trường hợp trật tự dừng đậu xe trên vỉa hè của trật tự đô thị.","16.97","data/dataset_nghean/train/spk_37_0083/37_0109.wav","True","True"
"train","spk_37_0083","37_0110.wav","train/37_0110.wav","Bên cạnh những đợt ra quân xử lý vi phạm thì đội trật tự cơ quan thành phố Vinh đã hướng đến tuyên truyền để nhằm nâng cao ý thức tham gia giao thông cũng như trật tự đô thị của người dân và đã tiến hành nhiều biện pháp, gửi thông báo cũng như xử lý, phạt nguội những hành vi vi phạm.","20.086","data/dataset_nghean/train/spk_37_0083/37_0110.wav","True","True"
"train","spk_37_0086","37_0113.wav","train/37_0113.wav","Quỹ đất để mà đầu tư xây dựng cái bãi đỗ xe hiện tại trong khu vực trung tâm là gần như nó không có. Quỹ đất sẽ sạch để mà đầu tư mới. Cái thứ hai là cái việc đầu tư vào cái những cái dự án mà bãi đỗ xe tập trung thì cũng chưa thu hút được các nhà đầu tư..","16.775","data/dataset_nghean/train/spk_37_0086/37_0113.wav","True","True"
"train","spk_37_0090","37_0121.wav","train/37_0121.wav","Theo cái quy định của luật môi trường là các cái quy định của nhà nước liên quan đến đảm bảo chống ô nhiễm môi trường trong khu dân cư, thành phố đã có những giải pháp hướng dẫn, hỗ trợ giúp đỡ người dân để thực hiện nội dung này. Nhưng mà hiện nay thấy thành phố vẫn đang rất khó khăn..","20.725","data/dataset_nghean/train/spk_37_0090/37_0121.wav","True","True"
"train","spk_37_0091","37_0123.wav","train/37_0123.wav","Căn cứ vào tình hình của Nghệ An, diện tích rộng nhất cả nước, chăn nuôi thì nhỏ lẻ, chiếm bảy mươi phần trăm. Cấm chăn nuôi nội thành, nội thị thì nó có khó khăn. Đó là, một, là tìm cái quỹ đất để mà di dời các cái trang trại ra xung quanh cũng khó khăn..","17.377","data/dataset_nghean/train/spk_37_0091/37_0123.wav","True","True"
"train","spk_37_0094","37_0127.wav","train/37_0127.wav","thực trạng của các nhà chung cư ấy, thì không phải hầu hết tất cả những người dân vào sinh sống ở đấy thì đều là chính chủ của căn hộ mà ở đây có rất nhiều nhà người ta cho thuê hoặc là chính chủ là một người nhưng sinh sống ở đó là một người cho nên để mà dẫn đến cái việc mà quản lý đối với nhân khẩu hộ khẩu và quản lý đối với người thường trú tạm trú nó rất khó khăn, đây là một trong những cái mà nó bất cập xảy ra ở khu chung cư.","24.587","data/dataset_nghean/train/spk_37_0094/37_0127.wav","True","True"
"train","spk_37_0096","37_0130.wav","train/37_0130.wav","Thành phố cũng đã ban hành đề án quản lý hành chính khu chung cư của đô thị mới Trong đó cũng đề xuất rất là nhiều giải pháp về vấn đề sáp nhập các cái khu chung cư vào khối xóm hiện có liền kề.","13.623","data/dataset_nghean/train/spk_37_0096/37_0130.wav","True","True"
"train","spk_37_0099","37_0134.wav","train/37_0134.wav","Khối thì coi như là phổ biến rất rõ ràng. Thường xuyên là phổ biến là từ sáu giờ trở lên là cho đến mười giờ. Là thời gian là đưa rác ra để cho nhân viên môi trường đi thu gom rác..","14.078","data/dataset_nghean/train/spk_37_0099/37_0134.wav","True","True"
"train","spk_37_0100","37_0136.wav","train/37_0136.wav","Thời gian họ đi lấy quá sớm. Tất nhiên có thể một khối họ đi hai ba lần Nhưng hai ba lần trong khung giờ là khoảng từ bốn rưỡi chiều cho đến khoảng bảy rưỡi tám giờ tối là gọi như là hầu như là hết.","13.519","data/dataset_nghean/train/spk_37_0100/37_0136.wav","True","True"
"train","spk_37_0101","37_0140.wav","train/37_0140.wav","Hiện tượng mà người dân phản ánh ở một số nơi thì khung giờ đưa rác ra mà chưa thu gom kịp thì một số nơi có một số người lao động trong quá trình thu gom họ chưa thu gom hết thì hiện tượng đó là có. Cái khung giờ nó chưa đảm bảo đúng theo quyết định số không hai đó..","21.365","data/dataset_nghean/train/spk_37_0101/37_0140.wav","True","True"
"train","spk_37_0103","37_0143.wav","train/37_0143.wav","Với cái lượng du khách đặt lịch tour đoàn cũng như là tour ghép lẻ du xuân đầu xuân thì công ty chúng tôi cũng đã bố trí các nhân sự với cả phòng điều hành cũng như cái đảm bảo về các dịch vụ để đến các điểm đón của du khách lựa chọn..","15.73","data/dataset_nghean/train/spk_37_0103/37_0143.wav","True","True"
"train","spk_37_0104","37_0145.wav","train/37_0145.wav","Hằng năm, thì gia đình chúng tôi sau khi đón Tết nguyên đán xong sẽ có các chương trình đi du lịch khai xuân. Năm nay tôi sẽ đi về miền Tây xứ Nghệ. Thứ nhất là sẽ để cho gia đình, con cái của mình, biết được trong nội tỉnh của mình như thế nào..","17.554","data/dataset_nghean/train/spk_37_0104/37_0145.wav","True","True"
"train","spk_37_0108","37_0150.wav","train/37_0150.wav","Để đảm bảo cái an toàn giao thông cũng như đáp ứng nhu cầu đi lại của nhân dân trong dịp Tết Nguyên đán thì về phía công ty chúng tôi cũng đã là có kế hoạch về chuẩn bị Tết tăng cường lượt xe chạy lấy xe dự phòng và quay vòng xe chở đúng số người theo quy định không tăng giá vé chấp hành luật giao thông đường bộ.","27.7","data/dataset_nghean/train/spk_37_0108/37_0150.wav","True","True"
"train","spk_37_0110","37_0153.wav","train/37_0153.wav","Như các đồng chí đã biết thì hiện nay lưu lượng phương tiện di chuyển trên đường rất là đông Lượng người đổ về thành phố Vinh mua sắm để phục vụ công tác Tết rất là nhiều.","11.098","data/dataset_nghean/train/spk_37_0110/37_0153.wav","True","True"
"train","spk_37_0111","37_0155.wav","train/37_0155.wav","Dưới sự chỉ đạo trực tiếp của lãnh đạo Công an tỉnh chúng tôi đã tham mưu kế hoạch huy động tối đa lực lượng để nhằm đảm bảo trật tự an toàn giao thông, trật tự đô thị trên địa bàn thành phố. Ngoài lực lượng nòng cốt là cảnh sát giao thông.","15.964","data/dataset_nghean/train/spk_37_0111/37_0155.wav","True","True"
